"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z","robot_vr.direction.x","robot_vr.direction.y","robot_vr.direction.z"
-0.9378404,0.5633281,-0.646762,3.719157,264.2538,0.1811013
-0.9498631,0.5677007,-0.6149541,2.319293,299.9619,0.4964624
-0.9297715,0.5686326,-0.5963368,1.137629,328.8522,0.6100599
-0.9009601,0.568447,-0.5963116,0.4062432,357.6293,0.4989442
-0.8772051,0.5687096,-0.6118604,0.1226419,23.90118,359.5235
-0.8619651,0.5687602,-0.6377565,359.6842,48.03778,358.6143
-0.862521,0.5683583,-0.6528596,359.4111,57.81783,357.8409
-0.8786215,0.5685161,-0.6341912,359.5813,35.52953,358.864
-0.8975453,0.5690956,-0.6176884,359.9828,13.08618,359.7614
-0.9099532,0.5684326,-0.6070074,0.7453263,358.0135,0.3224311
-0.918699,0.5700225,-0.5332579,0.08246335,356.9232,1.042682
-0.9321376,0.573715,-0.3948206,0.4545197,355.7981,0.4861618
-0.9501037,0.5764976,-0.2473862,0.3460056,354.6239,0.4928451
-0.9724397,0.5783879,-0.09803331,1.012409,353.0289,0.475709
-0.9980694,0.5833882,0.04934841,0.4063968,352.3441,1.257944
-1.026823,0.5849869,0.1993864,0.6757544,350.718,0.6728837
-1.056837,0.5878048,0.3467714,0.416788,349.3857,0.0254282
-1.093578,0.5902188,0.4935504,0.9709427,348.1576,0.4539675
-1.093578,0.5902188,0.4935504,0.9709427,348.1576,0.4539675
-1.096354,0.5922354,0.5980165,0.1357332,5.87113,359.9299
-1.076178,0.5953397,0.6122322,359.5321,26.19722,359.1119
-1.052077,0.5999229,0.6700258,358.9774,24.22787,358.9166
-1.001319,0.6021211,0.8000753,359.5486,23.23334,359.265
-0.9473785,0.606155,0.9399022,359.8381,21.84302,358.4996
-0.9242247,0.608918,1.0589,0.2542167,7.84222,0.1939892
-0.9632446,0.6093347,1.081471,0.6817601,328.4379,0.04142626
-0.9922872,0.6093765,1.076986,1.128687,302.9605,0.8371017
-1.011632,0.6102296,1.061126,2.130324,280.2535,0.4158301
-1.022917,0.6074926,1.045794,3.416131,262.4178,0.2046993
-1.024622,0.6104594,1.057514,2.1944,277.959,0.4709965
-1.029607,0.607744,1.044194,3.752787,262.4708,0.1333207
-1.030334,0.6101326,1.054499,2.413574,278.0713,0.3790401
-1.032701,0.6068799,1.043528,3.869,264.9246,0.251321
-1.032496,0.6086354,1.052036,2.998151,279.8423,359.9816
-1.033987,0.6086498,1.040984,3.520736,267.2279,0.2700548
-1.03034,0.6086031,1.05857,2.554582,289.2066,0.3289115
-1.012359,0.61068,1.072887,1.334016,311.7882,0.4803495
-0.9878243,0.6102356,1.078701,0.6510503,330.2107,0.3520879
-0.9615028,0.6119003,1.075862,0.3667501,349.566,359.9813
-0.9379727,0.6112423,1.06389,359.4678,10.44133,359.0208
-0.9202713,0.6118618,1.044621,359.5832,29.10528,358.7554
-0.9110295,0.6108075,1.023223,359.6041,46.92338,357.8335
-0.9112288,0.611255,0.9987607,0.2018641,66.29742,357.3983
-0.9172046,0.6112313,0.9840949,359.7038,77.23947,356.8995
-0.8387552,0.61183,1.008798,359.9909,75.55102,357.2012
-0.7024294,0.6168565,1.050029,0.6489208,73.84573,356.8955
-0.5594336,0.6194081,1.099802,0.842455,72.63618,356.89
-0.416787,0.6228178,1.151441,0.6597234,71.53522,357.7284
-0.2736515,0.6262367,1.205518,0.6129641,70.61943,357.3016
-0.1343359,0.6355624,1.262264,359.676,69.76112,357.1677
-0.1343359,0.6355624,1.262264,359.676,69.76112,357.1677
0.004427791,0.6369004,1.323182,0.1812608,68.46572,356.9536
0.07956803,0.6394787,1.317164,0.7485471,98.27139,356.8326
0.0745846,0.6364682,1.288386,2.260993,132.6407,356.4681
0.0745846,0.6364682,1.288386,2.260993,132.6407,356.4681
0.0705272,0.6378263,1.286669,2.490138,138.4788,356.5113
0.07061863,0.6381233,1.286423,2.477142,138.146,356.5246
0.08115649,0.638217,1.293231,1.93934,128.4575,356.2177
0.09688389,0.6414037,1.30198,1.206972,110.2793,356.4442
0.1129611,0.6405636,1.319593,0.4224286,88.93016,356.6465
0.1129611,0.6405636,1.319593,0.4224286,88.93016,356.6465
0.1205108,0.6420211,1.340812,359.8967,67.17743,357.3356
0.1170671,0.640967,1.364315,359.5811,45.18039,358.1718
0.1036974,0.6412556,1.38499,359.6725,22.12895,359.0788
0.08643115,0.6406741,1.397193,359.7125,0.5513282,359.9632
0.09829533,0.6413354,1.39741,359.7252,10.82173,359.8506
0.1132547,0.6394517,1.382909,359.6891,28.82362,358.8964
0.1217129,0.6399621,1.363112,359.7745,45.53503,358.3733
0.1255728,0.638943,1.339961,0.2723248,61.88233,357.8494
0.1209906,0.6377391,1.320395,0.2326253,73.34836,357.4414
0.1115884,0.6379464,1.300798,0.3378201,83.00777,357.1558
0.09931767,0.6360915,1.282241,0.8758737,93.72726,356.6942
0.07942724,0.6361548,1.269036,1.292937,105.2772,356.4193
0.05865347,0.6343659,1.259268,1.892288,117.5972,356.3321
0.03644514,0.6343244,1.257583,2.417389,129.2201,356.7061
0.03644514,0.6343244,1.257583,2.417389,129.2201,356.7061
0.01422608,0.6338562,1.258269,3.006845,140.5542,356.7984
-0.003365636,0.6342239,1.263381,3.313655,149.9421,356.9545
-0.01741374,0.634217,1.268727,3.333235,157.168,356.987
-0.009485126,0.6345711,1.279388,2.583419,148.675,356.398
0.009001613,0.6355097,1.28523,2.362895,131.2839,356.7426
0.02805662,0.635527,1.291367,1.827099,113.9433,357.0277
0.04874504,0.6360869,1.30065,1.238619,97.97121,356.7389
0.06785023,0.6363775,1.316021,0.5553507,81.32771,356.7766
0.06785023,0.6363775,1.316021,0.5553507,81.32771,356.7766
0.08153868,0.6385826,1.33451,359.7438,65.61504,357.3796
0.09447944,0.6368369,1.332088,0.4270571,70.20947,357.5591
0.09391844,0.6378138,1.314315,0.5021331,88.62762,356.8804
0.0806247,0.6360726,1.293829,1.437726,108.6676,356.4407
0.07579768,0.63623,1.291304,1.628776,113.2993,356.376
0.1594522,0.6374003,1.259449,0.9146292,112.1333,356.4116
0.294444,0.6414585,1.215289,0.9415593,110.7097,355.5899
0.4368796,0.6405482,1.169526,2.155235,109.3492,356.2314
0.4368796,0.6405482,1.169526,2.155235,109.3492,356.2314
0.5739355,0.641959,1.133793,2.411652,104.3337,355.9305
0.6133044,0.6463486,1.172608,359.9867,62.43598,357.411
0.6164469,0.6455239,1.194851,359.6295,41.86044,358.3087
0.6247656,0.6452346,1.184394,359.3828,57.26626,357.7808
0.6254255,0.6436173,1.162571,0.07114914,74.30424,357.3005
0.6178145,0.6433927,1.143097,0.131655,90.79655,357.0536
0.6047237,0.643067,1.125761,0.8188442,107.7209,356.7602
0.5870032,0.6413754,1.112745,1.38736,124.1316,356.3636
0.5651126,0.6403203,1.103932,2.541993,141.9962,356.616
0.5416857,0.6388818,1.103815,3.241019,160.8992,356.8481
0.527342,0.640681,1.110617,2.79546,174.0058,357.0335
0.5362217,0.637154,1.056435,3.235667,172.7276,356.7022
0.5600079,0.6363206,0.9231962,3.159268,171.1615,356.695
0.5891937,0.630868,0.7750155,3.543239,170.0349,357.2549
0.6220138,0.6289321,0.6256642,3.289299,168.8332,356.6955
0.6577132,0.6263092,0.4784344,2.787774,167.9384,356.6898
0.6963596,0.6260694,0.3313849,2.849215,166.8828,356.9497
0.7356414,0.6214144,0.1842152,2.770582,165.9925,356.5238
0.7802542,0.6194345,0.03827554,3.36207,165.4764,356.7149
0.8239592,0.6169089,-0.1059523,2.593201,164.2714,355.9576
0.8717371,0.6122793,-0.2505231,3.383503,163.2319,356.6004
0.9199961,0.6138736,-0.3936374,2.650117,162.0505,356.3811
0.9199961,0.6138736,-0.3936374,2.650117,162.0505,356.3811
0.9297496,0.6111226,-0.4923717,4.111082,181.3084,356.8369
0.9162904,0.610088,-0.5091892,4.247906,197.7535,357.4648
0.9002043,0.6092515,-0.5690706,4.270613,196.788,357.7263
0.866491,0.6035757,-0.7040694,3.319213,195.1653,357.3273
0.8220273,0.5971317,-0.7928223,4.504955,214.4187,358.4919
0.7900153,0.5973152,-0.7845721,3.82287,251.0362,359.6765
0.7881352,0.5981773,-0.7592151,3.594052,275.6488,0.6061619
0.7908896,0.5981054,-0.7544461,3.530477,280.7002,0.7124596
0.7367955,0.5965198,-0.7492039,3.590977,279.0728,0.6398931
0.6012725,0.5924965,-0.7361203,3.429758,277.4901,1.00779
0.454019,0.5874321,-0.7231263,3.190775,276.3895,359.9206
0.3022428,0.5853676,-0.713794,3.080332,275.2571,0.8267103
0.1503212,0.5796964,-0.7060605,3.575624,274.2238,0.3546132
0.0002170801,0.5792456,-0.7025371,2.850802,273.2151,0.2778135
0.0002170801,0.5792456,-0.7025371,2.850802,273.2151,0.2778135
-0.1190175,0.5757334,-0.7170359,2.891257,257.4478,359.8186
-0.1363838,0.5745126,-0.7580249,4.049936,224.4661,358.7631
-0.1761442,0.573543,-0.8123709,3.262283,221.368,358.872
-0.1761442,0.573543,-0.8123709,3.262283,221.368,358.872
-0.2476059,0.569916,-0.8681957,3.922647,236.846,359.1581
-0.2679355,0.570798,-0.8628279,3.004111,256.5636,359.6923
-0.309321,0.571497,-0.8769261,2.584043,254.5784,359.4238
-0.4367807,0.5720558,-0.9178451,2.490083,253.1868,359.4546
-0.5762529,0.5696198,-0.9682585,3.107541,251.9885,359.2325
-0.71949,0.577679,-1.019048,2.707622,250.692,358.5888
-0.8480923,0.5838534,-1.057753,5.20059,259.7115,359.8773
-0.8611525,0.5958228,-1.016163,2.222376,300.9916,0.7443985
-0.8517742,0.6240646,-0.9996127,1.284674,333.5148,0.5623037
-0.8124994,0.6326808,-0.9910491,1.089528,355.2078,0.3148506
-0.7744726,0.6425314,-0.9859663,0.7996102,6.897469,359.9631
-0.747547,0.6540275,-0.9884005,0.7329279,18.5928,359.7357
-0.7296372,0.6636817,-0.996663,0.207293,27.62711,359.108
-0.7362571,0.6624722,-1.021697,0.3060927,37.18263,359.4291
-0.7437911,0.6671294,-1.047606,0.1684014,49.32606,358.709
-0.7509493,0.6746491,-1.069446,359.8629,61.92321,357.8679
-0.7780532,0.6813803,-1.053573,359.5657,40.59396,358.611
-0.78825,0.6920931,-1.033843,0.2479748,21.4438,359.5937
-0.7583618,0.7005259,-1.04013,0.5263962,40.98696,358.8735
-0.7585927,0.7031009,-1.061162,0.2550147,53.38383,357.9682
-0.756197,0.7107617,-1.073619,0.3118038,62.1024,357.774
