"robot_sim.position.x","robot_sim.position.y","robot_sim.position.z"
-3.549381,0.575,1.103805
-3.549381,0.575,1.103805
-3.549381,0.575,1.103805
-3.549381,0.575,1.103804
-3.549381,0.575,1.103803
-3.549381,0.575,1.103802
-3.549381,0.575,1.103801
-3.549381,0.575,1.103801
-3.549381,0.575,1.1038
-3.549381,0.575,1.103799
-3.549381,0.575,1.103799
-3.549381,0.575,1.103798
-3.549381,0.575,1.103798
-3.549381,0.575,1.103797
-3.549372,0.5750003,1.103796
-3.54789,0.5750021,1.103068
-3.547807,0.5750004,1.099988
-3.494026,0.5750371,1.04551
-3.434385,0.5750312,0.9648002
-3.35017,0.5750314,0.8420054
-3.235607,0.5750315,0.6730412
-3.095955,0.5750315,0.4662862
-2.936156,0.5750315,0.2294245
-2.755516,0.5750359,-0.03786843
-2.562632,0.575037,-0.3029345
-2.35325,0.5750379,-0.5482346
-2.132903,0.575039,-0.7434207
-1.940834,0.57504,-0.8634361
-1.782437,0.5750399,-0.8708648
-1.738824,0.5750401,-0.8309498
-1.722465,0.5750009,-0.7952424
-1.718201,0.5750005,-0.786626
-1.717733,0.5750005,-0.7861742
-1.717769,0.5749996,-0.7861626
-1.717771,0.5749997,-0.7861424
-1.71771,0.5749999,-0.7861028
-1.717682,0.5750041,-0.7860733
-1.717717,0.5750004,-0.78606
-1.717809,0.5750048,-0.7860665
-1.71772,0.5750005,-0.786017
-1.7177,0.5749997,-0.7859899
-1.717743,0.5750003,-0.7860029
-1.717644,0.5749998,-0.7859726
-1.717664,0.5749997,-0.7859685
-1.717752,0.5749997,-0.7859975
-1.717761,0.5750015,-0.7860005
-1.717636,0.5750319,-0.777717
-1.720455,0.5750329,-0.7314786
-1.739763,0.5750316,-0.6420348
-1.772668,0.5750315,-0.5000937
-1.812976,0.5750315,-0.3271753
-1.864283,0.5750315,-0.1075168
-1.92646,0.5750315,0.1589159
-1.996776,0.5750332,0.462103
-2.052634,0.5750316,0.7701957
-2.063179,0.5750253,1.028783
-1.975445,0.5749969,1.259178
-1.918968,0.5750006,1.382618
-1.906542,0.5750064,1.325112
-1.924479,0.5750327,1.240073
-1.937629,0.5750392,1.181862
-1.938975,0.5749965,1.178418
-1.938895,0.5749997,1.178469
-1.938864,0.5750038,1.17849
-1.938857,0.5750004,1.178501
-1.938942,0.5750004,1.178451
-1.939024,0.5750004,1.178408
-1.939028,0.575,1.178408
-1.939032,0.5749998,1.178394
-1.938869,0.5749997,1.178495
-1.9389,0.5750006,1.178477
-1.939053,0.5750005,1.178403
-1.938949,0.5749999,1.178459
-1.93894,0.5749997,1.178468
-1.938909,0.5750011,1.178489
-1.939042,0.5750005,1.178414
-1.939031,0.5749996,1.178427
-1.938975,0.5749998,1.178463
-1.938896,0.5749998,1.178512
-1.938887,0.5749996,1.17852
-1.938922,0.5750004,1.178499
-1.939043,0.5750005,1.178433
-1.938961,0.5749997,1.178483
-1.938933,0.5750004,1.178494
-1.939045,0.5750004,1.178429
-1.939127,0.5750004,1.178386
-1.939018,0.5749997,1.178452
-1.938943,0.5750037,1.1785
-1.939043,0.5750005,1.178442
-1.939094,0.5749992,1.178419
-1.938981,0.5749997,1.17849
-1.938936,0.5750041,1.178512
-1.939059,0.5750005,1.178428
-1.939225,0.5750005,1.17835
-1.939174,0.5750004,1.178383
-1.939783,0.5750005,1.178171
-1.948737,0.5750019,1.161493
-2.003815,0.5750326,1.0859
-2.087706,0.5750312,1.001659
-2.207893,0.5750314,0.8847306
-2.363095,0.5750315,0.7349091
-2.547691,0.5750353,0.5570709
-2.717943,0.575037,0.3739771
-2.826312,0.5750396,0.2090974
-2.86539,0.5750012,0.1002418
-2.839882,0.5749992,0.05184876
-2.826172,0.5750004,0.04708676
-2.822131,0.5750004,0.04612476
-2.822157,0.5750074,0.04607545
-2.82212,0.5750026,0.04612188
-2.822061,0.5749999,0.04614255
-2.822035,0.5749998,0.04614797
-2.82212,0.5750003,0.04598416
-2.822179,0.5750003,0.04590472
-2.822206,0.5750187,0.04586244
-2.822126,0.5749999,0.0460132
-2.822122,0.5749992,0.04601129
-2.822203,0.5750004,0.04584435
-2.82221,0.5749975,0.04581308
-2.822194,0.5750103,0.04578368
-2.822285,0.5750145,0.04569639
-2.822342,0.5750006,0.04562848
-2.822346,0.5749997,0.0454107
-2.822249,0.5749998,0.04554689
-2.822249,0.5749981,0.045553
-2.822303,0.5750005,0.04547526
-2.82233,0.5750003,0.04560608
