"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z","robot_vr.direction.x","robot_vr.direction.y","robot_vr.direction.z"
0.7215183,0.5991615,-0.8369424,0.7231951,111.6854,355.0969
0.7375635,0.5993952,-0.8168228,0.322904,92.85803,355.5927
0.7527426,0.5992482,-0.8044425,359.7889,80.05231,356.7297
0.7544636,0.5959193,-0.8299295,0.7338201,102.2181,355.8584
0.739301,0.5903777,-0.8571367,1.8331,120.1626,355.4225
0.7228073,0.5913246,-0.8660606,1.566219,131.7,355.5948
0.7381655,0.5967485,-0.8381731,0.7641173,107.7102,355.7223
0.7495009,0.5978301,-0.8236635,1.023503,92.58072,356.413
0.7427801,0.5992268,-0.8460401,1.062169,111.9389,355.593
0.7298964,0.6012771,-0.8540563,1.041314,121.5324,355.7249
0.7415447,0.6037781,-0.8275189,0.2450428,98.24792,355.9121
0.750331,0.6047362,-0.8139942,0.5793207,84.1498,357.0076
0.7462448,0.604461,-0.8384424,0.740005,105.1519,355.8022
0.7274522,0.6024029,-0.8583267,1.796183,122.8492,355.5224
0.7109112,0.6036475,-0.8628898,1.361009,133.0634,355.7965
0.7268263,0.6036177,-0.8391778,0.7422658,111.8677,355.5959
0.7401822,0.6052663,-0.8215999,359.9146,91.90112,356.0412
0.7489053,0.6055863,-0.8088677,0.6233166,77.45393,357.1497
0.7478056,0.6055031,-0.8305935,0.4660599,98.62158,356.0526
0.7316432,0.6022156,-0.8511495,1.371552,120.0053,355.6055
0.7054647,0.6031158,-0.8647711,2.431939,139.2174,355.3375
0.7214546,0.6059822,-0.837817,1.476757,118.7952,355.5252
0.7342302,0.6066328,-0.8228348,0.3698722,101.9304,356.2123
0.7459005,0.6076307,-0.8047645,359.3544,83.91286,356.7855
0.7447125,0.6037539,-0.831821,1.050608,106.7898,355.67
0.7253145,0.5987478,-0.8527113,1.603328,128.9519,355.2948
0.6994153,0.5960497,-0.8647854,2.635762,149.1557,355.2597
0.7204119,0.5945392,-0.8475917,1.852528,126.3813,355.4775
0.7368523,0.5984762,-0.8295609,0.5762827,105.6867,355.954
0.7495416,0.5997233,-0.811923,0.1014404,90.20712,357.0022
0.7426792,0.5975865,-0.8375523,0.4720623,113.2801,355.7947
0.7238438,0.5976173,-0.8545672,1.698802,132.8515,355.3435
0.7013079,0.5980617,-0.8585482,3.030833,152.0113,355.2347
0.7200444,0.599635,-0.8428196,1.289786,130.8951,355.3431
0.7372855,0.6035701,-0.8278678,0.2685666,111.3058,355.5556
0.7510058,0.6045294,-0.8138375,0.2125145,94.32249,356.3912
0.7449419,0.6015491,-0.8369673,0.444279,115.094,355.605
0.7262367,0.6001343,-0.8534282,1.682525,134.39,355.3791
